user_id,query,run,statement_id,state,submit_epoch_rel_s,end_epoch_rel_s,wall_clock_s,execution_time_ms,queue_time_ms,total_time_ms,compilation_time_ms,data_scanned_bytes,rows_read,rows_returned,spill_to_disk_bytes,result_from_cache,warehouse_size,dbus_consumed_estimated
3,q34,1,01f1942a-a84a-1976-885b-97a98f87f8b1,SUCCEEDED,37.392,46.443,9.05,5403,26,7059,1630,22941525,127039,218,0,False,2X-Small,0.006003
1,q39a,1,01f1942a-ad27-1d7c-b539-e4de6d338e67,SUCCEEDED,45.561,55.944,10.38,6904,26,9999,3069,2331271,378064,206,0,False,2X-Small,0.007671
2,q39a,1,01f1942a-ad7f-1ed4-88ce-9a0392b1d5c3,SUCCEEDED,46.131,56.102,9.97,7092,22,9330,2216,2205553,378064,206,0,False,2X-Small,0.00788
4,q39a,1,01f1942a-ad73-10b1-b8fb-1f593336fa68,SUCCEEDED,46.055,56.432,10.38,7484,29,9904,2391,2573955,378064,206,0,False,2X-Small,0.008316
5,q39a,1,01f1942a-ad50-1a22-8fa7-b9fcf5bd9f4c,SUCCEEDED,45.824,56.951,11.13,7955,29,10692,2708,2209908,378064,206,0,False,2X-Small,0.008839
3,q39a,1,01f1942a-ae12-1a91-afa8-289f0778b605,SUCCEEDED,47.09,56.999,9.91,7783,22,9439,1634,2209908,378064,206,0,False,2X-Small,0.008648
4,q39b,1,01f1942a-b401-11c6-bbf5-2060257e22c9,SUCCEEDED,57.053,63.903,6.85,4122,30,6304,2152,2209908,378064,10,0,False,2X-Small,0.00458
1,q39b,1,01f1942a-b3b9-1b6c-a9d5-7a085374e475,SUCCEEDED,56.569,65.549,8.98,5186,25,7670,2459,2209908,378064,10,0,False,2X-Small,0.005762
5,q39b,1,01f1942a-b44f-1d8f-9d75-9d0a8b9b1d59,SUCCEEDED,57.559,66.608,9.05,5594,19,7842,2229,2209908,378064,10,0,False,2X-Small,0.006216
3,q39b,1,01f1942a-b45e-1e6d-b08e-3a8bedb3b99f,SUCCEEDED,57.66,66.755,9.09,5617,28,7798,2153,2209908,378064,10,0,False,2X-Small,0.006241
2,q39b,1,01f1942a-b3cc-1114-8eda-5011083e03ab,SUCCEEDED,56.709,66.999,10.29,7037,24,9524,2463,2209908,378064,10,0,False,2X-Small,0.007819
4,q52,1,01f1942a-b87c-10c9-917e-9cf1a05a0d7b,SUCCEEDED,64.563,69.349,4.79,2288,23,4274,1963,4314099,2103,100,0,False,2X-Small,0.002542
1,q52,1,01f1942a-b988-18bb-b02d-dab2aff903c8,SUCCEEDED,66.324,70.835,4.51,2674,26,3999,1299,4316736,2103,100,0,False,2X-Small,0.002971
5,q52,1,01f1942a-ba13-190c-ab8c-9ac36d228d9e,SUCCEEDED,67.239,71.193,3.95,2244,28,3386,1114,4316736,2103,100,0,False,2X-Small,0.002493
2,q52,1,01f1942a-ba4f-1a74-847e-2ef45e1d9465,SUCCEEDED,67.636,71.505,3.87,2339,24,3315,952,4316736,2103,100,0,False,2X-Small,0.002599
3,q52,1,01f1942a-ba2e-1654-a716-1638df0ce245,SUCCEEDED,67.393,71.869,4.48,2878,27,4038,1133,4316736,2103,100,0,False,2X-Small,0.003198
5,q64,1,01f1942a-bccb-1c95-a1be-aeaf7452484e,SUCCEEDED,71.803,108.829,37.03,26936,24,34948,7988,243172294,7859726,9,0,False,2X-Small,0.029929
1,q64,1,01f1942a-bc94-170b-a429-616d92ad25ca,SUCCEEDED,71.43,109.95,38.52,29751,26,38078,8301,231441958,7859726,9,0,False,2X-Small,0.033057
2,q64,1,01f1942a-bcf8-1ee9-bb57-c2e826330542,SUCCEEDED,72.093,110.871,38.78,30391,30,38357,7936,226263341,7859726,9,0,False,2X-Small,0.033768
3,q64,1,01f1942a-bd3a-1c94-b6ff-a6e62573022c,SUCCEEDED,72.522,112.925,40.4,32459,31,39897,7407,225627456,7859726,9,0,False,2X-Small,0.036066
4,q64,1,01f1942a-bbbb-108b-a29c-254940e4b10a,SUCCEEDED,69.948,113.438,43.49,31201,19,40998,9778,225728651,7859726,9,0,False,2X-Small,0.034668
5,q72,1,01f1942a-d347-1015-808c-6bb72c5d7d17,SUCCEEDED,109.51,125.789,16.28,10179,21,15518,5318,86462024,11825342,100,0,False,2X-Small,0.01131
3,q72,1,01f1942a-d5b8-1364-bded-516ef2546c16,SUCCEEDED,113.602,125.981,12.38,8706,29,11938,3203,86462027,11825342,100,0,False,2X-Small,0.009673
4,q72,1,01f1942a-d609-19a3-bd07-e9156db00bc4,SUCCEEDED,114.144,126.377,12.23,6719,32,11697,4946,86462027,11825342,100,0,False,2X-Small,0.007466
1,q72,1,01f1942a-d3e9-144e-8954-6c47bf97bae3,SUCCEEDED,110.588,126.562,15.97,9931,22,14107,4154,86541692,11825342,100,0,False,2X-Small,0.011034
2,q72,1,01f1942a-d472-1a91-b160-6bfa2e11370e,SUCCEEDED,111.483,127.52,16.04,10477,20,14451,3954,86462027,11825342,100,0,False,2X-Small,0.011641
5,q82,1,01f1942a-dd51-1db5-aaca-bc135a9c79cc,SUCCEEDED,126.368,133.084,6.72,4112,35,6254,2107,119142228,255910,4,0,False,2X-Small,0.004569
3,q82,1,01f1942a-dd6d-18a4-bebb-2bf2181680b9,SUCCEEDED,126.552,133.224,6.67,4487,27,6240,1726,119136608,255910,4,0,False,2X-Small,0.004986
4,q82,1,01f1942a-ddb5-15b7-8880-0025c838fc2e,SUCCEEDED,126.98,133.22,6.24,4201,20,5586,1365,122773288,255910,4,0,False,2X-Small,0.004668
1,q82,1,01f1942a-ddd0-1d0b-8fc2-d178203147fd,SUCCEEDED,127.196,134.132,6.94,4881,22,6375,1472,119142228,255910,4,0,False,2X-Small,0.005423
2,q82,1,01f1942a-de5b-1476-80fd-bb9f13a356ce,SUCCEEDED,128.107,134.679,6.57,4307,26,6069,1736,119142228,255910,4,0,False,2X-Small,0.004786
1,q95,1,01f1942a-e24a-179b-b79a-c7b1b05f259b,SUCCEEDED,134.712,144.2,9.49,5884,19,9120,3217,190711566,792448,1,0,False,2X-Small,0.006538
4,q95,1,01f1942a-e1d5-1bfe-b574-8ff3be0ae474,SUCCEEDED,133.92,144.619,10.7,6068,27,10189,4094,139193172,792448,1,0,False,2X-Small,0.006742
3,q95,1,01f1942a-e1cc-1636-bda6-dccbbc52365f,SUCCEEDED,133.878,144.762,10.88,6378,22,10282,3882,139193172,792448,1,0,False,2X-Small,0.007087
5,q95,1,01f1942a-e1b8-1744-9024-a99d68459fac,SUCCEEDED,133.699,145.073,11.37,6725,25,10789,4039,139193172,792448,1,0,False,2X-Small,0.007472
2,q95,1,01f1942a-e29f-1840-b7f9-23c27e393d2f,SUCCEEDED,135.263,145.099,9.84,6298,17,9345,3030,139193172,792448,1,0,False,2X-Small,0.006998
3,q99,1,01f1942a-e8af-1f39-a3e9-39a6a5cba7fb,SUCCEEDED,145.38,150.823,5.44,3202,26,4925,1697,102737492,285857,90,0,False,2X-Small,0.003558
4,q99,1,01f1942a-e895-1795-99e1-2a6af79b7282,SUCCEEDED,145.265,151.501,6.24,3773,23,5765,1969,102739783,285857,90,0,False,2X-Small,0.004192
1,q99,1,01f1942a-e84c-15a3-8b20-ef7738211a99,SUCCEEDED,144.792,151.939,7.15,4213,26,6480,2241,102739783,285857,90,0,False,2X-Small,0.004681
5,q99,1,01f1942a-e8db-10a1-8d74-a83351527c80,SUCCEEDED,145.704,151.953,6.25,4182,28,5843,1633,102739783,285857,90,0,False,2X-Small,0.004647
2,q99,1,01f1942a-e8dc-12c5-8248-b79d9a5f35b4,SUCCEEDED,145.712,151.961,6.25,4090,31,5808,1687,102739783,285857,90,0,False,2X-Small,0.004544
