user_id,query,run,statement_id,state,submit_epoch_rel_s,end_epoch_rel_s,wall_clock_s,execution_time_ms,queue_time_ms,total_time_ms,compilation_time_ms,data_scanned_bytes,rows_read,rows_returned,spill_to_disk_bytes,result_from_cache,warehouse_size,dbus_consumed_estimated
5,q52,1,01f19433-9162-13d6-abe4-b7a401a2f9f7,SUCCEEDED,2618.432,2624.67,6.24,3882,20,5431,1529,520896981,88798449,100,0,False,2X-Small,0.004313
1,q52,1,01f19433-91de-18a9-8ee7-35cefa8af3f4,SUCCEEDED,2618.903,2624.855,5.95,3427,23,4757,1307,520896981,88798449,100,0,False,2X-Small,0.003808
4,q64,1,01f19433-8ff4-16b6-a09a-9e5c290b0ee6,SUCCEEDED,2616.061,2717.791,101.73,88707,24,98138,9407,36496967418,2981406178,12185,0,False,2X-Small,0.098563
2,q64,1,01f19433-960f-1b8e-9af2-c9c48667c5c2,SUCCEEDED,2624.856,2720.765,95.91,87626,26,91944,4292,37153084281,2998065484,12185,0,False,2X-Small,0.097362
4,q72,1,01f19433-ce8e-1c75-b1da-e8cc9fa5eca4,SUCCEEDED,2721.049,2830.339,109.29,72168,31,77666,5467,6616148411,578079250,100,0,False,2X-Small,0.080187
5,q64,1,01f19433-970f-1fac-94f8-550e11737578,SUCCEEDED,2627.526,2863.799,236.27,138155,83144,230388,9089,31376844658,2984848774,12185,0,False,2X-Small,0.153506
2,q72,1,01f19433-d0db-177b-8a58-c6dc316cbb75,SUCCEEDED,2724.239,2866.181,141.94,62133,24741,89347,2473,4753183297,578079250,100,0,False,2X-Small,0.069037
1,q64,1,01f19433-9738-10ec-8018-506a3b6b989c,SUCCEEDED,2627.672,2867.333,239.66,139251,82878,232157,10028,31931195174,3004407303,12185,0,False,2X-Small,0.154723
3,q64,1,01f19433-96a1-1253-bfd1-124a539b583b,SUCCEEDED,2627.226,2865.51,238.28,136753,83870,229172,8549,31345350567,2953287163,12185,0,False,2X-Small,0.151948
4,q82,1,01f19434-2627-16d4-96c9-8a6bf1d43eb2,SUCCEEDED,2835.059,2880.082,45.02,9564,35,10734,1135,12882520747,2851298108,19,0,False,2X-Small,0.010627
2,q82,1,01f19434-2db3-11f6-ad95-744226626c9c,SUCCEEDED,2872.568,2917.209,44.64,32473,29,33705,1203,10697764967,2851298108,19,0,False,2X-Small,0.036081
4,q95,1,01f19434-2e79-1b87-aa09-44a4b8c4f22b,SUCCEEDED,2882.256,2917.979,35.72,28125,22,32798,4651,3104475575,874991631,1,0,False,2X-Small,0.03125
1,q72,1,01f19434-2cec-14fc-b0d0-e3ce2b9a0b10,SUCCEEDED,2878.421,2932.637,54.22,49936,23,52045,2086,5372688854,578079250,100,0,False,2X-Small,0.055484
3,q72,1,01f19434-2cf2-11e2-8b05-6da25c6eb310,SUCCEEDED,2879.134,2933.769,54.63,51364,27,53534,2143,5362775283,578079250,100,0,False,2X-Small,0.057071
2,q95,1,01f19434-4469-1ac8-a1a8-6a6aca1e44ca,SUCCEEDED,2918.413,2947.928,29.52,18812,6825,27946,2309,2654677662,874991631,1,0,False,2X-Small,0.020902
4,q99,1,01f19434-44c4-15c3-b5e7-e0375326dcda,SUCCEEDED,2919.676,2954.769,35.09,23764,6230,32234,2240,1111962365,406129852,100,0,False,2X-Small,0.026404
5,q72,1,01f19434-2ef2-1beb-a874-f605478e0d28,SUCCEEDED,2869.025,2961.957,92.93,32523,42839,77709,2347,4688852617,578079250,100,0,False,2X-Small,0.036137
3,q82,1,01f19434-4daf-1d2d-94fc-632825451786,SUCCEEDED,2934.615,2973.409,38.79,16523,20517,38045,1005,8727409621,2851298108,19,0,False,2X-Small,0.018359
2,q99,1,01f19434-5668-1306-9c55-bb86ef2bcdb9,SUCCEEDED,2949.16,2974.691,25.53,18258,5884,24945,803,1174676420,406129852,100,0,False,2X-Small,0.020287
1,q82,1,01f19434-4d36-1623-a3f9-6eb69b6d2cb9,SUCCEEDED,2933.805,2974.262,40.46,17765,21310,39958,883,8727493673,2851298108,19,0,False,2X-Small,0.019739
5,q82,1,01f19434-5e79-175a-a86d-3fac8dcbfbca,SUCCEEDED,2962.81,2979.967,17.16,6133,9506,16688,1049,8727493673,2851298108,19,0,False,2X-Small,0.006814
1,q95,1,01f19434-6662-14d9-b3d1-d43f3658f708,SUCCEEDED,2976.073,2989.402,13.33,8162,3164,12749,1423,2646378430,874991631,1,0,False,2X-Small,0.009069
3,q95,1,01f19434-65d6-195d-beaf-f44b06ad6098,SUCCEEDED,2974.333,2990.164,15.83,7508,4084,12894,1302,2646270467,874991631,1,0,False,2X-Small,0.008342
5,q95,1,01f19434-69fb-1f40-9472-11e6eeaadd07,SUCCEEDED,2981.4,2998.291,16.89,7713,5676,15067,1678,2646378430,874991631,1,0,False,2X-Small,0.00857
1,q99,1,01f19434-6f10-144f-a0b7-4dc5ffc91616,SUCCEEDED,2990.305,3002.605,12.3,10588,104,11429,737,1175164251,406129852,100,0,False,2X-Small,0.011764
3,q99,1,01f19434-6fbb-16ed-80a2-c770af598002,SUCCEEDED,2991.277,3013.67,22.39,13667,7031,21395,697,1175164251,406129852,100,0,False,2X-Small,0.015186
5,q99,1,01f19434-746c-1ca2-b6bb-c6e7a5d28b3a,SUCCEEDED,2999.604,3017.298,17.69,14915,154,15735,666,1175164251,406129852,100,0,False,2X-Small,0.016572
