user_id,query,run,statement_id,state,submit_epoch_rel_s,end_epoch_rel_s,wall_clock_s,execution_time_ms,queue_time_ms,total_time_ms,compilation_time_ms,data_scanned_bytes,rows_read,rows_returned,spill_to_disk_bytes,result_from_cache,warehouse_size,dbus_consumed_estimated
2,q39a,1,01f19442-e498-1f27-902e-9d797a68ab14,SUCCEEDED,2205.095,2223.477,18.38,15694,23,17462,1745,99098231,24300079,14551,0,False,2X-Small,0.017438
1,q39a,1,01f19442-e4e8-17ab-bf3b-ef7773fd3859,SUCCEEDED,2205.614,2223.569,17.96,14816,19,16662,1827,99098231,24300079,14551,0,False,2X-Small,0.016462
9,q24b,1,01f19440-e4b1-1d6b-a2e0-e9ced7ec60d8,SUCCEEDED,1346.249,2224.469,878.22,492542,383395,877806,1869,47075445807,5960293200,322,0,False,2X-Small,0.547269
5,q34,1,01f19442-eb34-1b32-aafb-e16a9638f004,SUCCEEDED,2216.027,2234.389,18.36,10069,4914,17418,2435,959269492,385592820,8489,0,False,2X-Small,0.011188
10,q34,1,01f19442-ed62-1d8e-9596-633f468a79cd,SUCCEEDED,2219.827,2239.247,19.42,15110,1254,18820,2456,959269492,385592820,8489,0,False,2X-Small,0.016789
4,q39b,1,01f19442-ef37-1c5a-978f-368a4bc67c8d,SUCCEEDED,2222.872,2240.714,17.84,13660,23,16749,3066,99098231,24300079,594,0,False,2X-Small,0.015178
7,q34,1,01f19442-ec4a-1214-8fef-c56661f1b971,SUCCEEDED,2217.88,2240.572,22.69,16089,3094,22049,2866,959269492,385592820,8489,0,False,2X-Small,0.017877
3,q39b,1,01f19442-ef85-15c3-bfa2-2961ebb9fabb,SUCCEEDED,2223.276,2241.978,18.7,15206,26,18127,2895,99098231,24300079,594,0,False,2X-Small,0.016896
2,q39b,1,01f19442-f037-1e5a-8afc-f6b722e83a34,SUCCEEDED,2224.589,2242.812,18.22,14433,26,17476,3017,99098231,24300079,594,0,False,2X-Small,0.016037
6,q39b,1,01f19442-f021-14e1-a6e8-3869a34343f3,SUCCEEDED,2224.443,2242.901,18.46,15830,22,17992,2140,99098231,24300079,594,0,False,2X-Small,0.017589
8,q34,1,01f19442-ef03-13de-86dc-0131d7960bda,SUCCEEDED,2222.559,2242.892,20.33,17547,23,19647,2077,959269492,385592820,8489,0,False,2X-Small,0.019497
1,q39b,1,01f19442-f057-1c19-a2ab-9550fa53b40c,SUCCEEDED,2224.708,2243.859,19.15,15268,27,18470,3175,99098231,24300079,594,0,False,2X-Small,0.016964
9,q34,1,01f19442-f093-19e3-bd78-e0191f9fd28a,SUCCEEDED,2225.165,2245.703,20.54,17040,23,19655,2592,959269492,385592820,8489,0,False,2X-Small,0.018933
3,q52,1,01f19442-fb18-104d-9337-94d78b9445f0,SUCCEEDED,2242.832,2250.002,7.17,5065,19,6462,1378,699204872,88798449,100,0,False,2X-Small,0.005628
4,q52,1,01f19442-fa69-1b89-9bcc-83f782306dc0,SUCCEEDED,2241.569,2251.813,10.24,5545,27,7916,2344,598532976,88798449,100,0,False,2X-Small,0.006161
1,q52,1,01f19442-fc27-1ad7-afe1-06aedd20cb04,SUCCEEDED,2244.595,2251.92,7.33,5644,26,6855,1185,520896981,88798449,100,0,False,2X-Small,0.006271
6,q52,1,01f19442-fb9e-1b16-821e-f218dcd09b05,SUCCEEDED,2243.644,2254.155,10.51,6758,24,8061,1279,520896981,88798449,100,0,False,2X-Small,0.007509
2,q52,1,01f19442-fb98-115c-94d5-fd8d8ef92a87,SUCCEEDED,2243.559,2254.155,10.6,6743,27,8242,1472,520896981,88798449,100,0,False,2X-Small,0.007492
8,q39a,1,01f19442-fba4-1de5-bde6-0391b275f2ef,SUCCEEDED,2243.669,2256.71,13.04,9003,30,11329,2296,99098231,24300079,14551,0,False,2X-Small,0.010003
7,q39a,1,01f19442-fa78-1d85-8f2f-5d1b89fe2953,SUCCEEDED,2241.72,2257.318,15.6,10599,21,13679,3059,99098231,24300079,14551,0,False,2X-Small,0.011777
5,q39a,1,01f19442-f6c0-1309-995d-a3a0290d7445,SUCCEEDED,2235.544,2258.868,23.32,11269,6202,20041,2570,99098231,24300079,14551,0,False,2X-Small,0.012521
10,q39a,1,01f19442-f982-1f43-80e2-8f3d775887cc,SUCCEEDED,2240.038,2260.704,20.67,11126,1569,15422,2727,99098231,24300079,14551,0,False,2X-Small,0.012362
9,q39a,1,01f19442-fe2f-15f7-b801-8ffaf936e986,SUCCEEDED,2247.667,2264.036,16.37,6251,6837,14508,1420,99098231,24300079,14551,0,False,2X-Small,0.006946
7,q39b,1,01f19443-060b-1d76-b138-60725da78d5a,SUCCEEDED,2260.977,2280.319,19.34,15372,25,18059,2662,99098231,24300079,594,0,False,2X-Small,0.01708
8,q39b,1,01f19443-05c4-150f-b834-67c4c31418d1,SUCCEEDED,2260.655,2280.36,19.7,15986,135,19112,2991,99098231,24300079,594,0,False,2X-Small,0.017762
5,q39b,1,01f19443-062e-1404-a44e-6c45d1a16d13,SUCCEEDED,2261.295,2280.895,19.6,16589,22,18852,2241,99098231,24300079,594,0,False,2X-Small,0.018432
10,q39b,1,01f19443-06d2-1c2d-8f0c-c131add0c5dd,SUCCEEDED,2262.134,2281.222,19.09,15871,23,17295,1401,99098231,24300079,594,0,False,2X-Small,0.017634
9,q39b,1,01f19443-095d-155b-8e30-764cade168de,SUCCEEDED,2266.774,2285.015,18.24,12340,782,17517,4395,99098231,24300079,594,0,False,2X-Small,0.013711
4,q64,1,01f19443-00d3-1691-9807-33f953a55ebf,SUCCEEDED,2252.418,2434.823,182.41,165756,2408,179760,11596,34951387119,2976734282,12185,0,False,2X-Small,0.184173
7,q52,1,01f19443-1245-188d-afdb-50a006257fbc,SUCCEEDED,2281.728,2436.167,154.44,5478,147203,154056,1375,520896981,88798449,100,0,False,2X-Small,0.006087
8,q52,1,01f19443-124f-1086-9186-fd32c2161a28,SUCCEEDED,2281.774,2436.821,155.05,5904,147142,154661,1615,520896981,88798449,100,0,False,2X-Small,0.00656
5,q52,1,01f19443-1269-106b-b069-b2a08c285cb5,SUCCEEDED,2281.93,2439.25,157.32,6523,146971,155087,1593,520896981,88798449,100,0,False,2X-Small,0.007248
9,q52,1,01f19443-14ae-134e-a305-4d88d2dabf57,SUCCEEDED,2285.736,2439.71,153.97,6077,143336,151570,2157,520896981,88798449,100,0,False,2X-Small,0.006752
10,q52,1,01f19443-127e-1c41-a184-e16d217a4eca,SUCCEEDED,2282.078,2439.953,157.88,6620,146962,155308,1726,520896981,88798449,100,0,False,2X-Small,0.007356
6,q64,1,01f19443-0310-1308-a6c9-02a04cbf979d,SUCCEEDED,2255.773,2440.62,184.85,171824,27,182354,10503,31972997132,2979067938,12185,0,False,2X-Small,0.190916
6,q72,1,01f19443-719a-134e-968a-0764882672c4,SUCCEEDED,2441.639,3072.748,631.11,127138,23,132146,4985,5671589958,578079250,100,0,False,2X-Small,0.141264
10,q64,1,01f19443-711a-14a0-8947-d56d8f4da43c,SUCCEEDED,2440.768,3072.873,632.1,223095,27,235208,12086,28470313355,2953294990,12185,0,False,2X-Small,0.247883
9,q64,1,01f19443-70f1-1cbf-a429-9790fd8125fa,SUCCEEDED,2440.444,3072.854,632.41,231898,21,243646,11727,31821962903,2979325475,12185,0,False,2X-Small,0.257664
5,q64,1,01f19443-7096-1a8e-9314-95040d530ada,SUCCEEDED,2439.934,3074.082,634.15,233904,25,245186,11257,31878377906,2978512287,12185,0,False,2X-Small,0.259893
6,q82,1,01f19444-ea43-1765-b8e4-77d4333b6cb8,SUCCEEDED,3073.528,3194.226,120.7,20522,55,21305,728,8726566967,2851298108,19,0,False,2X-Small,0.022802
6,q95,1,01f19445-32ed-1e02-b615-becb3e34a2e6,SUCCEEDED,3195.233,3206.579,11.35,8780,29,10369,1560,2842089576,874991631,1,0,False,2X-Small,0.009756
4,q72,1,01f19443-6e20-1a49-955c-4f4eac0822e2,SUCCEEDED,2435.825,3208.512,772.69,242239,19,246806,4548,5213062562,578079250,100,12388858796,False,2X-Small,0.269154
3,q64,1,01f19443-0037-1c02-87d3-a52d26c02428,SUCCEEDED,2251.374,3210.012,958.64,178806,3426,193384,11152,35317155165,2985951121,12185,0,False,2X-Small,0.198673
7,q64,1,01f19443-6f2c-1805-8eba-98af30ba71c1,SUCCEEDED,2437.581,3210.872,773.29,234387,25,247866,13454,31782310736,2985742436,12185,0,False,2X-Small,0.26043
2,q64,1,01f19443-0311-10b5-8456-4552db7f8a5a,SUCCEEDED,2255.775,3210.994,955.22,174951,26,185938,10961,32254070438,2977664710,12185,0,False,2X-Small,0.19439
8,q64,1,01f19443-6f89-1d7e-920a-57fb15905232,SUCCEEDED,2438.107,3211.714,773.61,233826,23,246324,12475,31762584726,2976367285,12185,0,False,2X-Small,0.259807
1,q64,1,01f19443-00e2-11de-8c2b-7b601dc34e80,SUCCEEDED,2252.535,3213.019,960.48,175786,2491,189407,11130,32071986050,2987845260,12185,0,False,2X-Small,0.195318
6,q99,1,01f19445-3a13-1152-a92e-3d6b3aed2e62,SUCCEEDED,3207.466,3218.181,10.71,9407,33,10272,832,1111961104,406129852,100,0,False,2X-Small,0.010452
10,q72,1,01f19444-ea7c-1b54-a70b-3806e2334819,SUCCEEDED,3073.871,3219.193,145.32,47915,28,49086,1143,4698099939,578079250,100,0,False,2X-Small,0.053239
9,q72,1,01f19444-ea8b-1fb0-a298-7cde7a47db3f,SUCCEEDED,3073.917,3248.881,174.96,40609,30,41964,1325,5226111647,578079250,100,0,False,2X-Small,0.045121
5,q72,1,01f19444-ec04-1c43-9350-ed44ecb41004,SUCCEEDED,3076.193,3251.503,175.31,34456,17575,53509,1478,4557675847,578079250,100,0,False,2X-Small,0.038284
4,q82,1,01f19445-3b3c-1e59-b3e6-e30cf19789d2,SUCCEEDED,3209.342,3266.252,56.91,49669,6044,56438,725,8727376588,2851298108,19,0,False,2X-Small,0.055188
2,q72,1,01f19445-3cf5-127a-b05e-fc5f56a612f0,SUCCEEDED,3212.308,3300.502,88.19,80099,3228,85673,2346,4577051151,578079250,100,0,False,2X-Small,0.088999
3,q72,1,01f19445-3c54-1432-a8c6-54766608f447,SUCCEEDED,3211.258,3300.79,89.53,80558,4212,86476,1706,4576108422,578079250,100,0,False,2X-Small,0.089509
8,q72,1,01f19445-3d3a-124c-b0d6-dc3bae16f77a,SUCCEEDED,3212.783,3301.435,88.65,82960,2797,88260,2503,4619421230,578079250,100,0,False,2X-Small,0.092178
7,q72,1,01f19445-3cdc-17b3-8c58-9ab6c11ef2bc,SUCCEEDED,3212.09,3301.833,89.74,83405,3320,89207,2482,4587784776,578079250,100,0,False,2X-Small,0.092672
1,q72,1,01f19445-3e42-1dcd-9f11-6de3763a6385,SUCCEEDED,3214.501,3302.361,87.86,83911,1092,87478,2475,4586317592,578079250,100,0,False,2X-Small,0.093234
9,q82,1,01f19445-532c-1395-94b9-07cb1faf24a9,SUCCEEDED,3249.6,3316.718,67.12,17805,47199,66698,1694,8727211999,2851298108,19,0,False,2X-Small,0.019783
5,q82,1,01f19445-54be-1739-8781-6fab8f9c9695,SUCCEEDED,3252.236,3317.769,65.53,18859,44564,65129,1706,8727231202,2851298108,19,0,False,2X-Small,0.020954
10,q82,1,01f19445-41e3-12a7-8cc4-c71cced12479,SUCCEEDED,3220.471,3320.727,100.26,20131,76200,97909,1578,9241599209,2851298108,19,0,False,2X-Small,0.022368
4,q95,1,01f19445-5da3-1850-8548-19a6482deb41,SUCCEEDED,3266.996,3322.805,55.81,19616,29728,53391,4047,2657373665,874991631,1,0,False,2X-Small,0.021796
9,q95,1,01f19445-7c10-1197-8c57-8a328e096193,SUCCEEDED,3318.091,3963.995,645.9,27920,332,31892,3640,2646378430,874991631,1,0,False,2X-Small,0.031022
8,q82,1,01f19445-7272-1b16-af3a-2d277d209421,SUCCEEDED,3302.075,3964.176,662.1,29222,15651,46777,1904,8727493673,2851298108,19,0,False,2X-Small,0.032469
3,q82,1,01f19445-7222-12d6-bd5a-ef16cc4af1bf,SUCCEEDED,3301.536,3964.176,662.64,30629,16181,48370,1560,8727493673,2851298108,19,0,False,2X-Small,0.034032
10,q95,1,01f19445-7e26-17bf-b002-42af9c5e02e7,SUCCEEDED,3321.469,3966.274,644.81,11407,25843,40351,3101,2646378430,874991631,1,0,False,2X-Small,0.012674
5,q95,1,01f19445-7ce6-194f-ad10-cbfd3290cbc6,SUCCEEDED,3319.248,3966.275,647.03,27244,25,30508,3239,2646378430,874991631,1,0,False,2X-Small,0.030271
7,q82,1,01f19445-72c3-1ef0-8852-9f8cac2f3c86,SUCCEEDED,3302.592,3966.275,663.68,25943,15236,42553,1374,8727493673,2851298108,19,0,False,2X-Small,0.028826
1,q82,1,01f19445-730b-1bf2-a04a-018021cf7c83,SUCCEEDED,3303.076,3966.274,663.2,30068,14783,46264,1413,8727493673,2851298108,19,0,False,2X-Small,0.033409
2,q82,1,01f19445-7201-1203-a3cb-72d02b7c4052,SUCCEEDED,3301.315,3966.275,664.96,30874,16396,48916,1646,8727493673,2851298108,19,0,False,2X-Small,0.034304
4,q99,1,01f19445-7f66-1b52-af29-db5d02a37aff,SUCCEEDED,3323.565,3966.276,642.71,11238,23744,36714,1732,1175164251,406129852,100,0,False,2X-Small,0.012487
9,q99,1,01f19447-0220-1c7a-84be-8cb48a615caf,SUCCEEDED,3972.396,4007.512,35.12,33121,48,34372,1203,1175164251,406129852,100,0,False,2X-Small,0.036801
3,q95,1,01f19447-022b-1b85-9dd0-0958f3989beb,SUCCEEDED,3972.473,4010.658,38.18,33631,30,35701,2040,2646378430,874991631,1,0,False,2X-Small,0.037368
8,q95,1,01f19447-0228-1a5e-9b29-18396b89346c,SUCCEEDED,3972.454,4010.656,38.2,33760,26,35506,1720,2646378430,874991631,1,0,False,2X-Small,0.037511
2,q95,1,01f19447-028e-1845-bac4-6a925217df1c,SUCCEEDED,3972.813,4011.314,38.5,32522,27,35449,2900,2646378430,874991631,1,0,False,2X-Small,0.036136
7,q95,1,01f19447-0292-1a5e-9126-cc192b6ab2c3,SUCCEEDED,3972.732,4011.707,38.98,32366,25,35630,3239,2646378430,874991631,1,0,False,2X-Small,0.035962
1,q95,1,01f19447-028f-12f3-a682-3db8883ef30b,SUCCEEDED,3972.734,4011.938,39.2,34645,29,37815,3141,2646378430,874991631,1,0,False,2X-Small,0.038494
5,q99,1,01f19447-028d-1352-ad2b-d90c07cd7dfa,SUCCEEDED,3972.73,4012.821,40.09,37647,29,39081,1405,1175164251,406129852,100,0,False,2X-Small,0.04183
10,q99,1,01f19447-0251-19dd-8933-beb7fc20a335,SUCCEEDED,3972.727,4013.081,40.35,38615,27,39801,1159,1175164251,406129852,100,0,False,2X-Small,0.042906
8,q99,1,01f19447-1944-1e08-acb0-5da131022e56,SUCCEEDED,4011.414,4042.073,30.66,28817,33,30267,1417,1175164251,406129852,100,0,False,2X-Small,0.032019
7,q99,1,01f19447-1a11-17f3-84ca-c14330537660,SUCCEEDED,4012.49,4047.019,34.53,31909,36,33814,1869,1175164251,406129852,100,0,False,2X-Small,0.035454
2,q99,1,01f19447-19b1-15d9-b30c-47a327c344f1,SUCCEEDED,4012.029,4047.262,35.23,33756,29,34696,911,1175164251,406129852,100,0,False,2X-Small,0.037507
3,q99,1,01f19447-1945-1be6-8abd-af5ab48ca101,SUCCEEDED,4011.411,4047.246,35.83,33987,27,35406,1392,1175164251,406129852,100,0,False,2X-Small,0.037763
1,q99,1,01f19447-1a2f-1168-b0fd-d8d02c94a49d,SUCCEEDED,4012.93,4047.324,34.39,32105,23,33963,1835,1175164251,406129852,100,0,False,2X-Small,0.035672
