user_id,query,run,statement_id,state,submit_epoch_rel_s,end_epoch_rel_s,wall_clock_s,execution_time_ms,queue_time_ms,total_time_ms,compilation_time_ms,data_scanned_bytes,rows_read,rows_returned,spill_to_disk_bytes,result_from_cache,warehouse_size,dbus_consumed_estimated
10,q34,1,01f1942b-d5e2-1906-91f3-f0ed49a6dd01,SUCCEEDED,17.815,26.955,9.14,5491,27,8390,2872,17292773,127039,218,0,False,2X-Small,0.006101
8,q34,1,01f1942b-d5be-1bd6-ad07-9e65857eeaa9,SUCCEEDED,17.583,27.102,9.52,7005,24,9012,1983,17292773,127039,218,0,False,2X-Small,0.007783
4,q34,1,01f1942b-d64a-1e82-9e64-622141b978c0,SUCCEEDED,18.491,27.515,9.02,4910,24,7151,2217,17292773,127039,218,0,False,2X-Small,0.005456
7,q34,1,01f1942b-d6a4-1f6b-91af-39d1c42fb649,SUCCEEDED,19.041,27.982,8.94,5724,22,8335,2589,17292773,127039,218,0,False,2X-Small,0.00636
6,q34,1,01f1942b-d51e-1bb8-b710-5df899ff6952,SUCCEEDED,16.539,25.387,8.85,5149,30,7000,1821,17292773,127039,218,0,False,2X-Small,0.005721
2,q34,1,01f1942b-d7d5-127d-baa9-a88e3037764b,SUCCEEDED,21.085,29.953,8.87,4884,22,7770,2864,17292773,127039,218,0,False,2X-Small,0.005427
3,q34,1,01f1942b-d7fa-1805-a600-1fdbff6bb65f,SUCCEEDED,21.334,32.678,11.34,4798,30,10623,5795,17292773,127039,218,0,False,2X-Small,0.005331
9,q39a,1,01f1942b-d921-10b3-84a5-ac8ce3bdf35d,SUCCEEDED,23.264,34.134,10.87,6726,28,10056,3302,2209908,378064,206,0,False,2X-Small,0.007473
1,q39a,1,01f1942b-d997-13ed-8eab-a4067ddf9bdd,SUCCEEDED,24.03,34.753,10.72,7079,20,10240,3141,2209908,378064,206,0,False,2X-Small,0.007866
5,q39a,1,01f1942b-da8d-1566-bf5e-d65ebb2b4900,SUCCEEDED,25.611,35.996,10.38,7465,30,9931,2436,2209908,378064,206,0,False,2X-Small,0.008294
10,q39a,1,01f1942b-dbb1-1bd9-a0ee-7a3965e1f66c,SUCCEEDED,27.563,40.549,12.99,9334,27,12443,3082,2209908,378064,206,0,False,2X-Small,0.010371
7,q39a,1,01f1942b-dc59-1cbb-a119-f4b1eaa9fe09,SUCCEEDED,28.605,40.779,12.17,7728,20,11594,3846,2209908,378064,206,0,False,2X-Small,0.008587
8,q39a,1,01f1942b-dbc7-1807-918b-c0875be4e33c,SUCCEEDED,27.709,41.665,13.96,10700,25,13525,2800,2209908,378064,206,0,False,2X-Small,0.011889
4,q39a,1,01f1942b-dc07-1056-9527-9083f1e3edea,SUCCEEDED,28.119,43.879,15.76,12143,26,14588,2419,2209908,378064,206,0,False,2X-Small,0.013492
6,q39a,1,01f1942b-dc9a-1705-8696-8edd3c0e1c8f,SUCCEEDED,29.098,44.874,15.78,8970,23,13376,4383,2209908,378064,206,0,False,2X-Small,0.009967
3,q39a,1,01f1942b-df1a-1de7-ad59-d2ceb48c2cee,SUCCEEDED,33.3,45.844,12.54,9357,30,11737,2350,2209908,378064,206,0,False,2X-Small,0.010397
